place_id,name,city,query_category,source_query,primary_type,address,latitude,longitude,rating,user_rating_count,price_level,google_maps_uri,is_food,is_tourist_spot
ChIJW5u7qba2bTkRrl-zFRz7ZN0,Sanganeri Gate,Jaipur,tourist_spot,historical places,historical_landmark,"45a, Johari Bazar Rd, Bapu Bazar, Pink City, Jaipur, Rajasthan 302003",26.915848699999998,75.8248989,4.4,12230,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=15953151878094872494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJX7YmclaxbTkRzkgWVnWbu-g,Market Jaipur,Jaipur,tourist_spot,shopping markets,market,"D-13, Sansar Chandra Rd, Chandpol Bazar, Jalupura, Jaipur, Rajasthan 302001",26.9264501,75.80872939999999,4.4,3723,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16770168565701953742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJuTyaOrK2bTkRMD36HnDUlWE,Jaipur Night Market,Jaipur,tourist_spot,shopping markets,market,"ki paal, opposite Rajasthan haat, Jal Mahal, Amer, Jaipur, Rajasthan 302003",26.9544425,75.84276380000001,4.3,973,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=7031759971230039344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJp0PoC9-1bTkR1Q9T_jA4Oh0,Dubai Bazaar,Jaipur,tourist_spot,shopping markets,shopping_mall,"3rd Floor, Adjoining Food Court, World Trade Park, JLN Marg, GT Rd, D-Block, Malviya Nagar, Jaipur, Rajasthan 302017",26.853749999999998,75.805144,4.3,3216,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=2106057558825570261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJz2S0q9C1bTkRr_3JFqQKREM,World Trade Park,Jaipur,tourist_spot,shopping markets,shopping_mall,"Jawahar Lal Nehru Marg, D-Block, Malviya Nagar, Jaipur, Rajasthan 302017",26.8529889,75.80486909999999,4.6,87892,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=4847010798830747055&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJLycWqpa1bTkRmaBNJ3qXSkU,Tibetan market,Jaipur,tourist_spot,shopping markets,market,"Mahavir Marg, Mansarovar Sector 11, Mansarovar, Jaipur, Rajasthan 302020",26.8423312,75.77775570000001,4.1,2744,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=4992969687794819225&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJqfRXxcO2bTkRYSS5F1T1Ev4,Pink Square Mall,Jaipur,tourist_spot,shopping markets,shopping_mall,"Plot No. 1, 2, Govind Marg, Saket Colony, Adarsh Nagar, Jaipur, Rajasthan 302004",26.9031809,75.8367426,4.3,29083,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=18307965176738554977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJW4zb7G6zbTkRhz9dZiESchQ,JAIPUR MARKET,Jaipur,tourist_spot,shopping markets,market,"WQCQ+R2P, Sen Colony, Gopalbari, Jaipur, Rajasthan 302006",26.9220771,75.7875933,4.1,64,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=1473259962764181383&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJ32elOEmxbTkRUFU7bXzvpqE,Maharani Market City Center Mall,Jaipur,tourist_spot,shopping markets,market,"Maharani Market City Center Mall,Near Govind Dev Ji Mandir,Kanwar Nagar, WRHG+G6W, Gangori Bazaar, J.D.A. Market, Brahampuri, Jaipur, Rajasthan 302002",26.9288715,75.8255862,3.6,1156,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=11648260803927954768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
ChIJY60fWQ22bTkRUDDXhKgNH00,Satkar Shopping Centre,Jaipur,tourist_spot,shopping markets,shopping_mall,"Sector 2, Malviya Nagar, Jaipur, Rajasthan 302017",26.8509305,75.81837209999999,4.2,8592,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=5557175482632843344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True
