place_id,place_name,city,news_count,incident_count,positive_count,news_risk_level,news_signal_score,latest_article_title,latest_article_url,news_note
ChIJ-w3Sy1qwbTkRK34UR2ffIWI,Amber Palace,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJpQvTG0uxbTkRDLLMHlNdDoY,Hawa Mahal,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJz2S0q9C1bTkRr_3JFqQKREM,World Trade Park,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJ0fNH81yxbTkRi56uF-amqgo,Nahargarh Fort,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJXyn5OrC2bTkRaGk8EzNDuwU,Albert Hall Museum,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJwbAghgu0bTkRYHt9ATEVgEQ,The City Palace,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJeSsYKBqzbTkRkOA72_U4lAw,Raj Mandir Cinema,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJaXD1f0yxbTkRvquNoSkESuk,Jantar Mantar,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJlXJ26RuxbTkR0qsToxFP05c,Jal Mahal,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJx0lfsbGxbTkRgVOhxJ7EGbw,Jaigarh Fort,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJqfRXxcO2bTkRYSS5F1T1Ev4,Pink Square Mall,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJseuwKkmxbTkRBW83y7v7Hto,Jai Niwas Garden,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJV9GWIae2bTkR3tu5UFSOwk0,Central Park,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJc8vynqazbTkRAxRKHU5VK4I,Cosmo Creation,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJn-pcyea3bTkR4K-wjKseidE,Masala Chowk,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJI0QOpK22bTkRh97plqjaGLQ,Ajmeri Gate,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJO-MTKTy3bTkRSl7cYKa0gK0,Tapri Central,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJ34tpDCK0bTkRQcEb5xYz9Po,Amar Jawan Jyoti,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJW5u7qba2bTkRrl-zFRz7ZN0,Sanganeri Gate,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJ67xPmiGwbTkROPWfDp9m0rQ,Nahargarh Biological Park,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJERP0VLG2bTkRrVzfUlilTMg,Handi restaurant jaipur,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJlUU0la22bTkRYjOPfx2lY9E,Jaipur Zoo,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJg8Jw37O2bTkRDhuyvraZrk0,Saraogi Mansion,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJQzuEigK0bTkRnCgFaNHJOiU,Thali And More,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJo96WLvOxbTkRnw9yG5lDKHE,Mouj Mahal,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJhd3BQEmxbTkRklY1_w4_Qfk,Govindam Retreat,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJY60fWQ22bTkRUDDXhKgNH00,Satkar Shopping Centre,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJ2-vgqE2xbTkRS1ab-9TqZaM,Isarlat Sargasooli,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJtdjhZ3-2bTkRDCTGdHdTRmo,Jaldhara,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJ04xoC-C1bTkRkB9UlLiD5n8,Cafe LazyMojo,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJCSKP80yxbTkRAKT8rQW0iOw,Tripolia Gate,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJcXc6vH2xbTkRbcIu9i9aSk8,"Sheesh Mahal, Amber Fort",Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJkzbjKhm3bTkRNiCT5-dA6vU,Sisodia Rani ka Bagh,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJW7iLhR-zbTkRcvRb1IFSyq4,Butler's (Rooftop Vegetarian Restaurant | Perfect fine-dine bistro & Ideal for parties and special occasions),Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJxUfgi0GxbTkR5Vqeib76O00,Gaitor Ki Chhatriyan,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJl27kVN-1bTkR0smwHHQHVR0,Skyfall Restaurant,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJ94NTG7WxbTkRcBL55cQFS98,Panna Meena ka Kund,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJT7psBrC2bTkREdcNA0Ipcp4,Ramniwas Bagh,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJGa-3vau2bTkRwmym_33pmqw,Lassiwala ®️ Kishan lal Govind Narain Agarwal,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
ChIJLbCTGUW1bTkRmqVyMhbQQp0,Queen's hub Night Club Rooftop Restaurant,Jaipur,0,0,0,Low,0,,,No recent place-specific GDELT match found
