place_id,name,city_x,query_category,source_query,primary_type,address,latitude,longitude,rating,user_rating_count,price_level,google_maps_uri,is_food,is_tourist_spot,city_key,place_name,city_y,news_count,incident_count,positive_count,news_risk_level,news_signal_score,latest_article_title,latest_article_url,city,weather_risk_level,primary_weather_risk,lookahead_hours,rain_risk_level,heat_risk_level,wind_risk_level,air_quality_risk_level,uv_risk_level,visibility_risk_level,rain_mm_next_window,max_rain_probability,max_apparent_temperature_c,max_wind_gust_kmph,max_us_aqi,max_pm25,max_pm10,max_uv_index,min_visibility_m,travel_advice,created_at,outdoor_weather_sensitive,simple_popularity_score,news_penalty,weather_penalty,news_weather_adjusted_score
ChIJkzbjKhm3bTkRNiCT5-dA6vU,Sisodia Rani ka Bagh,Jaipur,tourist_spot,best tourist attractions,garden,"VVX5+QF9, Agra Rd, Ghat Ki Guni, Jaipur, Rajasthan 302003",26.8994218,75.85873089999998,4.4,6475,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=17720047048609439798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,jaipur,Sisodia Rani ka Bagh,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,True,38.61377658510912,0.0,0.22,38.39377658510912
ChIJyVc4m77J5zsRgVEr40Ec-Wk,Earth Cafe @ Waterfield,Mumbai,food,best cafes,cafe,"Durga Chambers, Waterfield Road, above Pernia's Pop Up MEN, Bandra West, Mumbai, Maharashtra 400050",19.059071400000004,72.83403799999998,4.6,4259,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=7636165712493105537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,Earth Cafe @ Waterfield,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,38.44231242061171,0.0,0.06,38.382312420611704
ChIJ94NTG7WxbTkRcBL55cQFS98,Panna Meena ka Kund,Jaipur,tourist_spot,popular places to visit,historical_place,"XVR2+FGV, Amer, Rajasthan 302028",26.99123089999999,75.8512851,4.4,6370,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16089960436941263472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,jaipur,Panna Meena ka Kund,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,True,38.54185157731255,0.0,0.22,38.32185157731255
ChIJT7psBrC2bTkREdcNA0Ipcp4,Ramniwas Bagh,Jaipur,tourist_spot,popular places to visit,park,"Jawahar Lal Nehru Marg, near albert hall, Ram Niwas Garden, Adarsh Nagar, Jaipur, Rajasthan 302003",26.9150353,75.8179325,4.4,6338,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=11417233368833447697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,jaipur,Ramniwas Bagh,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,True,38.51969574765034,0.0,0.22,38.29969574765034
ChIJp7S2irjJ5zsRa_Cvqax8Lkk,Anand Stall,Mumbai,food,best street food,fast_food_restaurant,"VM Road, Opposite to Options Mall, JVPD Scheme, Juhu, JVPD Scheme, Vile Parle West, Mumbai, Maharashtra 400049",19.103954899999998,72.8316481,4.2,9176,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=5273289294720528491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,Anand Stall,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,38.322713657839856,0.0,0.06,38.26271365783985
ChIJ04xoC-C1bTkRkB9UlLiD5n8,Cafe LazyMojo,Jaipur,food,best cafes,cafe,"H1, H2, SL Marg, opp. Genpact Jaipur, Lal Bahadur Nagar, Malviya Nagar, Jaipur, Rajasthan 302018",26.849661700000002,75.80064060000001,4.3,7028,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=9216198516246060944&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,jaipur,Cafe LazyMojo,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,False,38.08853882685639,0.0,0.06,38.02853882685639
ChIJuSeZCsPR5zsRI0vnqPEX-JM,Kala Ghoda Cafe,Mumbai,food,best cafes,cafe,"10, Rope Walk Ln, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",18.9284954,72.8322067,4.4,5730,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=10662298444487936803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,Kala Ghoda Cafe,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,38.076039384027645,0.0,0.06,38.01603938402764
ChIJr3COQlvO5zsRBS4MFGze73k,Dr. Bhau Daji Lad Museum,Mumbai,tourist_spot,historical places,museum,"91 A, Rani Baug, Veer Mata Jijbai Bhonsle Udyan, 91 A, Dr Babasaheb Ambedkar Rd, Byculla East, Byculla, Mumbai, Maharashtra 400027",18.978988899999994,72.8348153,4.4,5873,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=8786485953797303813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,mumbai,Dr. Bhau Daji Lad Museum,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,True,38.184480891737685,0.0,0.22,37.964480891737686
ChIJWW0D19K35zsRswjd106KPiw,NATRAJ MARKET,Mumbai,tourist_spot,shopping markets,market,"Shop No 01, opp. Kasturba Talkies, near Natraj Market, Malad, Vijaykar Wadi Industrial, Vijaykar Wadi, Malad West, Mumbai, Maharashtra 400064",19.1877188,72.8471633,4.2,8696,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=3188137657458559155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,mumbai,NATRAJ MARKET,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,True,38.09708035387702,0.0,0.22,37.87708035387702
ChIJY60fWQ22bTkRUDDXhKgNH00,Satkar Shopping Centre,Jaipur,tourist_spot,shopping markets,shopping_mall,"Sector 2, Malviya Nagar, Jaipur, Rajasthan 302017",26.8509305,75.81837209999996,4.2,8592,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=5557175482632843344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,jaipur,Satkar Shopping Centre,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,True,38.04655342871554,0.0,0.22,37.82655342871554
ChIJq-hS0ge0bTkR0t1j7jAFLRE,Kalyan Restaurant & Bar,Jaipur,food,best local food restaurants,restaurant,"59 Hathroi Fort Hari Kishan Somani Marg, Ajmer Rd, near Vidhayakpuri Police Station, Hathroi, Jaipur, Rajasthan 302001",26.916275100000004,75.79595259999998,4.5,4431,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=1237651180312845778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,jaipur,Kalyan Restaurant & Bar,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,False,37.784728027922036,0.0,0.06,37.72472802792203
ChIJl27kVN-1bTkR0smwHHQHVR0,Skyfall Restaurant,Jaipur,food,best local food restaurants,restaurant,"5th Floor, Ridhi Tower, SB 57, Tonk Rd, opposite Sawai Mansingh Stadium, Bapu Nagar, Jaipur, Rajasthan 302015",26.892192199999997,75.80688719999996,4.3,6538,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=2113603795399264722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,jaipur,Skyfall Restaurant,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,False,37.777819968513484,0.0,0.06,37.71781996851348
ChIJw63_Fv5NbDkRgtPG-F6rVek,Curious Life Coffee Roasters: RED,Jaipur,food,best cafes,coffee_shop,"Ground Floor, C 54 A, Sarojini Marg, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001",26.909277399999993,75.80874089999999,4.5,4354,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16813533208246670210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,jaipur,Curious Life Coffee Roasters: RED,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,False,37.70585950178971,0.0,0.06,37.64585950178971
ChIJpVFbDOjJ5zsRgAIwHsoWq88,Tanatan Juhu - Kitchen & Bar,Mumbai,food,best local food restaurants,north_indian_restaurant,"462, AB Nair Rd, opposite Novotel, Juhu, Mumbai, Maharashtra 400049",19.109235100000003,72.82551199999999,4.4,5260,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=14964079244214272640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,Tanatan Juhu - Kitchen & Bar,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,37.69953616761555,0.0,0.06,37.639536167615546
ChIJq4F0iz3O5zsRjUYQu5bbhGs,Gol Deval Temple,Mumbai,tourist_spot,popular places to visit,hindu_temple,"Sardar Vallabhbhai Patel Rd, Khetwadi, Bhuleshwar, Mumbai, Maharashtra 400004",18.9580749,72.8281998,4.4,5382,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=7747558699414079117&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,mumbai,Gol Deval Temple,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,True,37.80040492166821,0.0,0.22,37.58040492166821
ChIJKWEwB0y25zsRN9gUAePSPaI,Vasu’s Laxmi Balaji Fast Food,Mumbai,food,best street food,fast_food_restaurant,"Shop No 4, Tulsi Deep Building, Police Station, Swami Vivekanand Rd, near Goregaon, Kumud Nagar, Goregaon West, Mumbai, Maharashtra 400104",19.157039700000002,72.8461228,4.4,5043,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=11690732080141228087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,Vasu’s Laxmi Balaji Fast Food,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,37.514200667173164,0.0,0.06,37.45420066717316
ChIJtbB0Moy1bTkRmSZOdH2GNeo,The Lama,Jaipur,food,best local food restaurants,restaurant,"145, Ramesh Marg, above OTH E, Durgadas Colony, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001",26.905239899999987,75.79454249999999,4.7,2867,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16876543052021114521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,jaipur,,,,,,Low,,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,False,37.418439948081705,0.0,0.06,37.3584399480817
ChIJvaysoFTP5zsRrfA8pHD55vo,Kamala Nehru Park,Mumbai,tourist_spot,popular places to visit,park,"XR43+2X5, Dadi Sheth Wadi, Malabar Hill, Mumbai, Maharashtra 400006",18.955024799999997,72.8049726,4.3,6209,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=18079412016312545453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,mumbai,Kamala Nehru Park,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,True,37.55583955218835,0.0,0.22,37.335839552188354
ChIJv2UuYfizbTkRK-fmlwPlKOs,Topaz & Sangria,Jaipur,food,best fine dining restaurants,north_indian_restaurant,"Ganpati Plaza, Hotel Natraj, Motilal Atal Rd, Sindhi Camp, Jaipur, Rajasthan 302001",26.920622299999987,75.79794760000001,4.6,3382,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16945045401577645867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,jaipur,,,,,,Low,,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,False,37.38198357639126,0.0,0.06,37.321983576391254
ChIJL1Hh4EbI5zsRqpWnAny2Ud0,Peshwa Pavilion,Mumbai,food,best fine dining restaurants,buffet_restaurant,"Itc Maratha, International Airport, Chhatrapati Shivaji Maharaj Int'l Airport Rd, Ashok Nagar, Andheri East, Mumbai, Maharashtra 400099",19.103940599999994,72.86962460000002,4.7,2830,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=15947728399232374186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,Peshwa Pavilion,Mumbai,0.0,0.0,0.0,Low,0.0,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,37.35741084002593,0.0,0.06,37.297410840025925
ChIJg8Jw37O2bTkRDhuyvraZrk0,Saraogi Mansion,Jaipur,tourist_spot,shopping markets,shopping_mall,"Mirza Ismail Rd, Bapu Bazar, Biseswarji, Jaipur, Rajasthan 302003",26.915865800000002,75.82232709999998,4.1,9377,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=5597580397030546190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,jaipur,Saraogi Mansion,Jaipur,0.0,0.0,0.0,Low,0.0,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,True,37.49909937856307,0.0,0.22,37.279099378563075
ChIJO1hXMse35zsR2XwyQLI_vQc,The Food Studio,Mumbai,food,best local food restaurants,north_indian_restaurant,"New Link Rd, opp. Goregaon Sports Club, Malad, Ekta Nagar, Malad West, Mumbai, Maharashtra 400064",19.183303499999997,72.8359983,4.4,4704,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=557671963677588697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,,,,,,Low,,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,37.20807662888572,0.0,0.06,37.14807662888572
ChIJpVgsOFDJ5zsRMi5Myvre6zE,Boojee Cafe,Mumbai,food,best cafes,cafe,"Shop No 6, 29, New Kantwadi Rd, off Perry Cross Road, Bandra West, Mumbai, Maharashtra 400050",19.06068269999999,72.824591,4.4,4572,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=3597213896102653490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,,,,,,Low,,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,37.082868784095446,0.0,0.06,37.022868784095444
ChIJqWW0oS7P5zsRL7skrKihSBM,Gandhi Market,Mumbai,tourist_spot,shopping markets,market,"Dr Babasaheb Ambedkar Rd, Namdev Koli Marg, Sion, Mumbai, Maharashtra 400019",19.031515499999998,72.8587135,4.0,10823,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=1389538230858464047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,mumbai,,,,,,Low,,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,True,37.1580846794025,0.0,0.22,36.9380846794025
ChIJbX8bzJm1bTkRDsom09zdqtc,Ganpati Plaza B.116-j M N communication,Jaipur,tourist_spot,shopping markets,shopping_mall,"Mirza Ismail Rd, Nangal Jaisabohra, Sindhi Camp, Jaipur, Rajasthan 302001",26.919118400000002,75.7988968,4.2,6775,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=15540477404700396046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,True,jaipur,,,,,,Low,,,,Jaipur,High,"Heavy rain (High), Heat (Medium), UV (Medium), Poor visibility (Medium)",12,High,Medium,Low,Low,Medium,Medium,1.8,100,39.0,26.3,73,30.3,173.7,7.9,3000,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Prefer morning and evening sightseeing; carry water and sun protection. Use basic sun protection for outdoor plans. Check visibility before long drives or viewpoints.",2026-07-06T16:43:35.811066+00:00,True,37.04879739259395,0.0,0.22,36.82879739259395
ChIJu1252lvI5zsR14nH1NzDkTY,Gallops Restaurant,Mumbai,food,best fine dining restaurants,fine_dining_restaurant,"Inside Mahalaxmi Racecourse, Via, Gate no 1, Keshavrao Khadye Marg, Royal Western India Turf Club, Mahalakshmi, Mumbai, Maharashtra 400034",18.9810633,72.8172708,4.4,4357,PRICE_LEVEL_EXPENSIVE,https://maps.google.com/?cid=3932139302901221847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,False,mumbai,,,,,,Low,,,,Mumbai,High,"Heavy rain (High), Wind/storm (High), Poor visibility (High)",12,High,Low,High,Low,Low,High,61.4,100,31.1,64.4,39,11.6,24.2,1.1,880,"Avoid outdoor sightseeing, beaches, seafront walks, low-lying roads and long road transfers. Avoid exposed viewpoints, boating, beaches and sea-facing walks. Visibility is poor; avoid long drives and viewpoints.",2026-07-06T16:43:37.036848+00:00,False,36.870981468220094,0.0,0.06,36.81098146822009
